left_index,left_name_concat,similarity,right_name_concat,right_index,agent_uri_left,agent_aay_url_left,name_concat_left,sort_name_left,dates_left,begin_left,end_left,authority_id_left,resource_ids_left,archival_object_ids_left,accession_ids_left,publish_left,agent_uri_right,agent_aay_url_right,name_concat_right,sort_name_right,dates_right,begin_right,end_right,authority_id_right,resource_ids_right,archival_object_ids_right,accession_ids_right,publish_right
2773,Andrew Willard,0.800016198359601,Andrew Williams,10038,/agents/people/35138,https://archives.yale.edu/agents/people/35138,Andrew Willard,"Willard, Andrew",,,,,,,"Lasswell, Harold D., Papers-- https://archivesspace.library.yale.edu/accessions/14893 (12)",0,/agents/people/58348,https://archives.yale.edu/agents/people/58348,Andrew Williams,"Williams, Andrew, b. 1761",b. 1761,,,,Stephen Williams family papers-- https://archives.yale.edu/repositories/12/resources/3345,,,1
11412,John Pitcher Spooner,0.800112819200238,J. Pitcher Spooner,24936,/agents/people/60199,https://archives.yale.edu/agents/people/60199,John Pitcher Spooner,"Spooner, John Pitcher, 1845-1917",1845-1917,1845,1917,,Peter Palmquist Cased Photographs Collection-- https://archives.yale.edu/repositories/11/resources/1370,,,1,/agents/people/7877,https://archives.yale.edu/agents/people/7877,J. Pitcher Spooner,"Spooner, J. Pitcher",,,,,,,"Spooner, J. Pitcher.
J. Pitcher Spooner, portraits and landscapes. State insane asylum-grounds of male department: 1 stereograph view-- https://archivesspace.library.yale.edu/accessions/6991 (11); Spooner, J. Pitcher
State Insane Asylum - fish pond. [By] J. Pitcher Spooner, Portraits and Landscapes ...-- https://archivesspace.library.yale.edu/accessions/3768 (11); Spooner, J. Pitcher
Portraits & Landscapes: 2 stereograph views of Stockton, California-- https://archivesspace.library.yale.edu/accessions/5862 (11)",1
24936,J. Pitcher Spooner,0.800112819200238,John Pitcher Spooner,30183,/agents/people/7877,https://archives.yale.edu/agents/people/7877,J. Pitcher Spooner,"Spooner, J. Pitcher",,,,,,,"Spooner, J. Pitcher.
J. Pitcher Spooner, portraits and landscapes. State insane asylum-grounds of male department: 1 stereograph view-- https://archivesspace.library.yale.edu/accessions/6991 (11); Spooner, J. Pitcher
State Insane Asylum - fish pond. [By] J. Pitcher Spooner, Portraits and Landscapes ...-- https://archivesspace.library.yale.edu/accessions/3768 (11); Spooner, J. Pitcher
Portraits & Landscapes: 2 stereograph views of Stockton, California-- https://archivesspace.library.yale.edu/accessions/5862 (11)",1,/agents/people/85899,https://archives.yale.edu/agents/people/85899,John Pitcher Spooner,"Spooner, John Pitcher",,,,,Peter Palmquist collection of male photographers in the American west-- https://archives.yale.edu/repositories/11/resources/1327,,"Spooner, John Pitcher, 1845-1917.
Portraits and landscapes: Roses in January, Cal.-- https://archivesspace.library.yale.edu/accessions/7604 (11)",1
24883,Ken Campbell,0.800240740349009,John Campbell,28797,/agents/people/787,https://archives.yale.edu/agents/people/787,Ken Campbell,"Campbell, Ken, 1939-",1939-,,,http://id.loc.gov/authorities/names/n87890959,Contemporary artists-- https://archives.yale.edu/repositories/2/resources/28; Cathy Courtney collection of artists' books ephemera-- https://archives.yale.edu/repositories/2/resources/11763; Ken Campbell archive-- https://archives.yale.edu/repositories/2/resources/14,"<emph render='bold'>Photonegatives</emph>, circa 1975-- https://archives.yale.edu/repositories/2/archival_objects/2328; <emph render='bold'>Extra sheets</emph>, circa 1975-- https://archives.yale.edu/repositories/2/archival_objects/2329; <emph render='bold'>Photo-enlarged copies</emph>, circa 1975-- https://archives.yale.edu/repositories/2/archival_objects/2330; <emph render='bold'>Mock-up [1] of 5</emph>, circa 1978-- https://archives.yale.edu/repositories/2/archival_objects/2332; <emph render='bold'>Mock-up [2] of 5 </emph>, circa 1978-- https://archives.yale.edu/repositories/2/archival_objects/2333; <emph render='bold'>Mock-up [3] of 5</emph>, circa 1978-- https://archives.yale.edu/repositories/2/archival_objects/2334; <emph render='bold'>Mock-up [4] of 5 </emph>, circa 1978-- https://archives.yale.edu/repositories/2/archival_objects/2335; <emph render='bold'>Mock-up [5] of 5 </emph>, circa 1978-- https://archives.yale.edu/repositories/2/archival_objects/2336; <emph render='bold'>Extra sheets</emph>, circa 1978-- https://archives.yale.edu/repositories/2/archival_objects/2337; <emph render='bold'>Extra sheets, folded</emph>, circa 1978-- https://archives.yale.edu/repositories/2/archival_objects/2338; <emph render='bold'>Printing form</emph>, circa 1984-- https://archives.yale.edu/repositories/2/archival_objects/2340; <emph render='bold'>Extra sheets, folded</emph>, circa 1984-- https://archives.yale.edu/repositories/2/archival_objects/2341; <emph render='bold'>Cloth shroud</emph>, circa 1984-- https://archives.yale.edu/repositories/2/archival_objects/2342; <emph render='bold'>Diagram of horse</emph>, circa 1986-- https://archives.yale.edu/repositories/2/archival_objects/2344; <emph render='bold'>Running horse, pieces</emph>, circa 1986-- https://archives.yale.edu/repositories/2/archival_objects/2345; <emph render='bold'>Horse, complete</emph>, circa 1986-- https://archives.yale.edu/repositories/2/archival_objects/2346; <emph render='bold'>Comet tail background</emph>, circa 1986-- https://archives.yale.edu/repositories/2/archival_objects/2347; <emph render='bold'>Sky plate</emph>, circa 1986-- https://archives.yale.edu/repositories/2/archival_objects/2348; <emph render='bold'>Printing form</emph>, circa 1997-- https://archives.yale.edu/repositories/2/archival_objects/2350; <emph render='bold'>Extra sheets, folded</emph>, circa 1987-- https://archives.yale.edu/repositories/2/archival_objects/2351; <emph render='bold'>Extra sheets, signed</emph>, circa 1987-- https://archives.yale.edu/repositories/2/archival_objects/2353; <emph render='bold'>Sketch</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2355; <emph render='bold'>Shiva</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2356; <emph render='bold'>Background of Shiva</emph>
, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2357; <emph render='bold'>Wheel</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2358; <emph render='bold'>Inside of wheel</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2359; <emph render='bold'>Dancing girl</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2360; <emph render='bold'>Extra sheets</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2361; <emph render='bold'>Photographs, text</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2363; <emph render='bold'>Photonegatives</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2364; <emph render='bold'>Photopositives</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2365; <emph render='bold'>Contact sheets</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2366; <emph render='bold'>Photograph, knife</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2367; <emph render='bold'>Printing form</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2368; <emph render='bold'>Etching plate</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2369; <emph render='bold'>Etching plate, pieces</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2370; <emph render='bold'>Proofs</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2371; <emph render='bold'>Extra sheets</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2372; <emph render='bold'>Extra sheets, signed</emph>, circa 1988-- https://archives.yale.edu/repositories/2/archival_objects/2373; <emph render='bold'>Extra sheets</emph>, circa 1989-- https://archives.yale.edu/repositories/2/archival_objects/2375; <emph render='bold'>Extra sheets, signed</emph>, circa 1989-- https://archives.yale.edu/repositories/2/archival_objects/2376; <emph render='bold'>Proofs, folded</emph>, circa 1989-- https://archives.yale.edu/repositories/2/archival_objects/2378; <emph render='bold'>Extra sheets, folded</emph>, circa 1989-- https://archives.yale.edu/repositories/2/archival_objects/2379; <emph render='bold'>Extra sheets</emph>-- https://archives.yale.edu/repositories/2/archival_objects/2380; <emph render='bold'>Note</emph>, circa 1980-1989-- https://archives.yale.edu/repositories/2/archival_objects/2382; <emph render='bold'>Photonegative filmstrips</emph>, circa 1980-1989-- https://archives.yale.edu/repositories/2/archival_objects/2383; <emph render='bold'>Contact sheets</emph>, circa 1980-1989-- https://archives.yale.edu/repositories/2/archival_objects/2384; <emph render='bold'>Photographs</emph>, circa 1980-1989-- https://archives.yale.edu/repositories/2/archival_objects/2385; <emph render='bold'>Printing plate</emph>, circa 1991-- https://archives.yale.edu/repositories/2/archival_objects/2387; <emph render='bold'>Extra sheets</emph>, circa 1991-- https://archives.yale.edu/repositories/2/archival_objects/2388; <emph render='bold'>Printing plate</emph>, circa 1990-- https://archives.yale.edu/repositories/2/archival_objects/2390; <emph render='bold'>Proof</emph>, circa 1990-- https://archives.yale.edu/repositories/2/archival_objects/2391; <emph render='bold'>Extra sheets</emph>, circa 1990-- https://archives.yale.edu/repositories/2/archival_objects/2392; <emph render='bold'>Extra sheets</emph>, circa 1992-- https://archives.yale.edu/repositories/2/archival_objects/2394; <emph render='bold'>Extra sheets, translucent paper</emph>, circa 1992-- https://archives.yale.edu/repositories/2/archival_objects/2395; <emph render='bold'>Extra sheet, Japanese paper</emph>, cica 1992-- https://archives.yale.edu/repositories/2/archival_objects/2396; <emph render='bold'>Photo negatives</emph>, circa 1994-- https://archives.yale.edu/repositories/2/archival_objects/2398; <emph render='bold'>Photographs</emph>, circa 1994-- https://archives.yale.edu/repositories/2/archival_objects/2399; <emph render='bold'>Extra sheets</emph>, circa 1994-- https://archives.yale.edu/repositories/2/archival_objects/2400; <emph render='bold'>Extra sheets</emph>, circa 1996-- https://archives.yale.edu/repositories/2/archival_objects/2402; <emph render='bold'>Blank sheets</emph>, circa 2000-- https://archives.yale.edu/repositories/2/archival_objects/2404; <emph render='bold'>Images of Ken Campbell</emph>, circa 2000-- https://archives.yale.edu/repositories/2/archival_objects/2405; <emph render='bold'>Images of the Pantheon</emph>, circa 2000-- https://archives.yale.edu/repositories/2/archival_objects/2406; <emph render='bold'>Images of text</emph>, circa 2000-- https://archives.yale.edu/repositories/2/archival_objects/2407; <emph render='bold'>Photonegative filmstrips</emph>, circa 2000-- https://archives.yale.edu/repositories/2/archival_objects/2408; <emph render='bold'>Print-outs</emph>, circa 2000-- https://archives.yale.edu/repositories/2/archival_objects/2409; <emph render='bold'>Mock-up</emph>, circa 2000-- https://archives.yale.edu/repositories/2/archival_objects/2410; <emph render='bold'>Photonegative filmstrips</emph>, circa 1984-- https://archives.yale.edu/repositories/2/archival_objects/2413; <emph render='bold'>Negatives</emph>, circa 1984-- https://archives.yale.edu/repositories/2/archival_objects/2414; <emph render='bold'>Transparencies</emph>, circa 1984-- https://archives.yale.edu/repositories/2/archival_objects/2415; <emph render='bold'>Negatives, enlarged</emph>, circa 1984-- https://archives.yale.edu/repositories/2/archival_objects/2416; <emph render='bold'>Contact sheets</emph>, circa 1984-- https://archives.yale.edu/repositories/2/archival_objects/2417; <emph render='bold'>Photographs</emph>, circa 1984-- https://archives.yale.edu/repositories/2/archival_objects/2418; <emph render='bold'>Negatives</emph>, circa 1985-- https://archives.yale.edu/repositories/2/archival_objects/2420; <emph render='bold'>Contact sheets</emph>, circa 1985-- https://archives.yale.edu/repositories/2/archival_objects/2421; <emph render='bold'>Stack</emph>, 2002-- https://archives.yale.edu/repositories/2/archival_objects/2424; <emph render='bold'>Wing</emph>, 2002-- https://archives.yale.edu/repositories/2/archival_objects/2425; <emph render='bold'>Wing Blue</emph>, 2002-- https://archives.yale.edu/repositories/2/archival_objects/2426; <emph render='bold'>Wing Red</emph>, 2002-- https://archives.yale.edu/repositories/2/archival_objects/2427; <emph render='bold'>Double Vision</emph>, 1979-- https://archives.yale.edu/repositories/2/archival_objects/2429; <emph render='bold'>Broken Rules and Double Crosses No. 1</emph>, 1984-- https://archives.yale.edu/repositories/2/archival_objects/2430; <emph render='bold'>Broken Rules and Double Crosses No. 2</emph>, 1984-- https://archives.yale.edu/repositories/2/archival_objects/2431; <emph render='bold'>Double Cross</emph>, 1984-- https://archives.yale.edu/repositories/2/archival_objects/2432; <emph render='bold'>DOMINION [1] of 4</emph>, 2003-- https://archives.yale.edu/repositories/2/archival_objects/2434; <emph render='bold'>DOMINION [2] of 4</emph>, 2003-- https://archives.yale.edu/repositories/2/archival_objects/2435; <emph render='bold'>DOMINION [3] of 4</emph>, 2003-- https://archives.yale.edu/repositories/2/archival_objects/2436; <emph render='bold'>DOMINION [4] of 4</emph>, 2003-- https://archives.yale.edu/repositories/2/archival_objects/2437; <emph render='bold'>Crossface, proof</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2439; <emph render='bold'>Ancestor Mask</emph>, 1988-- https://archives.yale.edu/repositories/2/archival_objects/2440; <emph render='bold'>Portrait of the Artist as a Young Prussian</emph>, 1985-- https://archives.yale.edu/repositories/2/archival_objects/2441; <emph render='bold'>Spook</emph>, 1994-- https://archives.yale.edu/repositories/2/archival_objects/2442; <emph render='bold'>Bed of Nails [1] of 2</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2444; <emph render='bold'>Bed of Nails [2] of 2</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2445; <emph render='bold'>Firedogs</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2446; <emph render='bold'>HORSE [1] of 2</emph>, 1994-- https://archives.yale.edu/repositories/2/archival_objects/2448; <emph render='bold'>HORSE [2] of 2</emph>, 1994-- https://archives.yale.edu/repositories/2/archival_objects/2449; <emph render='bold'>Work to Rule</emph>, 1992-- https://archives.yale.edu/repositories/2/archival_objects/2451; <emph render='bold'>PANTHEON, Head</emph>, 2001-- https://archives.yale.edu/repositories/2/archival_objects/2453; <emph render='bold'>Dots</emph>, 1984-- https://archives.yale.edu/repositories/2/archival_objects/2455; <emph render='bold'>Brag sweet tenor bull</emph>, 1985-- https://archives.yale.edu/repositories/2/archival_objects/2456; <emph render='bold'>Canada Snowbirds</emph>, 1985-- https://archives.yale.edu/repositories/2/archival_objects/2457; <emph render='bold'>Message to the Saxons from the last King of Scotland</emph>, 1986-- https://archives.yale.edu/repositories/2/archival_objects/2458; <emph render='bold'>[Canada Snowbirds]</emph>, 1991-- https://archives.yale.edu/repositories/2/archival_objects/2459; <emph render='bold'>Birds in Snow</emph>, 1991-- https://archives.yale.edu/repositories/2/archival_objects/2460; <emph render='bold'>[Vertical lines]</emph>, 1991-- https://archives.yale.edu/repositories/2/archival_objects/2461; <emph render='bold'>Man Eating Shark</emph>, circa 1991-- https://archives.yale.edu/repositories/2/archival_objects/2462; <emph render='bold'>Self portrait K5</emph>, 2002-- https://archives.yale.edu/repositories/2/archival_objects/2463; <emph render='bold'>Self portrait, two-headed</emph>, 2004-- https://archives.yale.edu/repositories/2/archival_objects/2464; <emph render='bold'>Happy New Year, folded</emph>, undated-- https://archives.yale.edu/repositories/2/archival_objects/2465; <emph render='bold'>Happy New Year</emph>, undated-- https://archives.yale.edu/repositories/2/archival_objects/2466; <emph render='bold'>Alphabet [1] of 2</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2468; <emph render='bold'>Alphabet [2] of 2</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2469; <emph render='bold'>Man Eating Shark (No. 5) 'In the Drink'</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2470; <emph render='bold'>Self portrait</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2471; <emph render='bold'>Self portrait, triple-headed</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2472; <emph render='bold'>Self portrait, two-headed</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2473; <emph render='bold'>Star</emph>, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2474; <emph render='bold'>Posters</emph>, 1980-- https://archives.yale.edu/repositories/2/archival_objects/2477; <emph render='bold'>Brochure</emph>, 1980-- https://archives.yale.edu/repositories/2/archival_objects/2478; <emph render='bold'>Brochure</emph>, 1984-- https://archives.yale.edu/repositories/2/archival_objects/2480; <emph render='bold'>Catalogs</emph>, 1984-- https://archives.yale.edu/repositories/2/archival_objects/2481; <emph render='bold'>Poster</emph>, 1986-- https://archives.yale.edu/repositories/2/archival_objects/2483; <emph render='bold'>Posters</emph>, 1987-- https://archives.yale.edu/repositories/2/archival_objects/2485; Prospectuses, 1988-- https://archives.yale.edu/repositories/2/archival_objects/2487; Posters, 1988-- https://archives.yale.edu/repositories/2/archival_objects/2488; Prospectus, 1989-- https://archives.yale.edu/repositories/2/archival_objects/2490; Catalogs, 1989-- https://archives.yale.edu/repositories/2/archival_objects/2492; Prospectuses, 1989-- https://archives.yale.edu/repositories/2/archival_objects/2493; Catalog, 1990-- https://archives.yale.edu/repositories/2/archival_objects/2495; Catalog, Separate sheets, 1990-- https://archives.yale.edu/repositories/2/archival_objects/2496; Prospectuses, 1990-- https://archives.yale.edu/repositories/2/archival_objects/2497; Catalog, 1994-- https://archives.yale.edu/repositories/2/archival_objects/2499; Poster, 1994-- https://archives.yale.edu/repositories/2/archival_objects/2500; Invitations, 1994-- https://archives.yale.edu/repositories/2/archival_objects/2501; Invitation, 1994-- https://archives.yale.edu/repositories/2/archival_objects/2503; Press Release, 1994-- https://archives.yale.edu/repositories/2/archival_objects/2504; Letter from Elisabeth Fairman to Ken Campbell, 1994 September 20-- https://archives.yale.edu/repositories/2/archival_objects/2506; Letter from Cathy Courtney to Duncan Robinson, 1994 October 2-- https://archives.yale.edu/repositories/2/archival_objects/2507; Cassette tapes, 1995 January-September-- https://archives.yale.edu/repositories/2/archival_objects/2509; Cassette tapes, transcript, 1995 January-September-- https://archives.yale.edu/repositories/2/archival_objects/2510; Letter from Ken Campbell to Elisabeth Fairman, 1995 May 1-- https://archives.yale.edu/repositories/2/archival_objects/2511; Note from Elisabeth Fairman to Duncan Robinson, 1995 June 16-- https://archives.yale.edu/repositories/2/archival_objects/2512; Exhibition lists, circa 1996-- https://archives.yale.edu/repositories/2/archival_objects/2513; Floor plan, circa 1996-- https://archives.yale.edu/repositories/2/archival_objects/2514; Email from Ken Campbell to Elisabeth Fairman, 1996 May 22-- https://archives.yale.edu/repositories/2/archival_objects/2515; Email from Ken Campbell to Elisabeth Fairman, 1996 May 23-- https://archives.yale.edu/repositories/2/archival_objects/2516; Email from Elisabeth Fairman to Ken Campbell with response, 1996 May 28-29-- https://archives.yale.edu/repositories/2/archival_objects/2517; Wall text, circa 1996-- https://archives.yale.edu/repositories/2/archival_objects/2518; Press release, 1996-- https://archives.yale.edu/repositories/2/archival_objects/2519; Invitations, 1996-- https://archives.yale.edu/repositories/2/archival_objects/2520; Catalogs, 1996-- https://archives.yale.edu/repositories/2/archival_objects/2521; Publicity, 1996-- https://archives.yale.edu/repositories/2/archival_objects/2522; Exhibition installation, contact sheets, 1996-- https://archives.yale.edu/repositories/2/archival_objects/2523; Reviews, 1996-- https://archives.yale.edu/repositories/2/archival_objects/2524; Note for Elisabeth Fairman, circa 1997-- https://archives.yale.edu/repositories/2/archival_objects/2525; Catalog, 2001-- https://archives.yale.edu/repositories/2/archival_objects/2527; Posters, 2001-- https://archives.yale.edu/repositories/2/archival_objects/2528; Ken Campbell's Press [1] of 2 , circa 1975-1990-- https://archives.yale.edu/repositories/2/archival_objects/2531; Ken Campbell's Press [2] of 2 , circa 1975-1990-- https://archives.yale.edu/repositories/2/archival_objects/2532; Ken Campbell [1] of 3 , circa 1975-2008-- https://archives.yale.edu/repositories/2/archival_objects/2533; Ken Campbell [2] of 3 , circa 1975-2008-- https://archives.yale.edu/repositories/2/archival_objects/2534; Ken Campbell [3] of 3 , circa 1975-2008-- https://archives.yale.edu/repositories/2/archival_objects/2535; A Knife Romance, circa 1976-2008-- https://archives.yale.edu/repositories/2/archival_objects/2537; EXECUTION, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2538; Firedogs, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2539; The Word Returned, circa 1976-2006-- https://archives.yale.edu/repositories/2/archival_objects/2540; Broken Rules and Double Crosses, circa 1984-- https://archives.yal
.edu/reposito
ies/2/archival
objects/2542==
Skute Awabo,
1992-- https://
rchives.yale.
du/repositor
es/2/archiva
_objects/2543
 Goodbye Lucille
 circa 1992-1994-- https://archives.yale.edu/repositories/2/archival_objects/2544; Singe, 1976-- https://archives.yale.edu/repositories/2/archival_objects/2546; Ken Campbell: an artist's books 1978-1994, circa 1994-1995-- https://archives.yale.edu/repositories/2/archival_objects/2547; Travels in an old tongue, Extra sheet, circa 1998-- https://archives.yale.edu/repositories/2/archival_objects/2548; Travels in an old tongue, Title pages, circa 1998-- https://archives.yale.edu/repositories/2/archival_objects/2549; One X, 1993-- https://archives.yale.edu/repositories/2/archival_objects/2550; Note about Ken Campbell, circa 1975-2008-- https://archives.yale.edu/repositories/2/archival_objects/2552; Artists Books: Ken Campbell, 1988 November-- https://archives.yale.edu/repositories/2/archival_objects/2553; Artist Books: Ken Campbell, 1989 September-- https://archives.yale.edu/repositories/2/archival_objects/2554; The books of Ken Campbell, 1990-- https://archives.yale.edu/repositories/2/archival_objects/2555; Artists Books: Ken Campbell's Fire Dogs, 1991 October-- https://archives.yale.edu/repositories/2/archival_objects/2556; Between the Lines, 1994 June-- https://archives.yale.edu/repositories/2/archival_objects/2557; Artists' Books On a Grand Scale, 1996-- https://archives.yale.edu/repositories/2/archival_objects/2558; Offprint from Matrix 16, 1996-- https://archives.yale.edu/repositories/2/archival_objects/2559; At the Turn of the Centuries: The Influence of Early 20th Century Book Arts on Contemporary Artists' Books, 2010-- https://archives.yale.edu/repositories/2/archival_objects/2560; Breaking Rules: The insistent vision of Ken Campbell, 2012-- https://archives.yale.edu/repositories/2/archival_objects/2561; Letter from J.P.S. Ferguson to Dr. H. Droller, 1989-- https://archives.yale.edu/repositories/2/archival_objects/2563; Letter from Ken Campbell to the School of Scottish Studies, 1991 October 12-- https://archives.yale.edu/repositories/2/archival_objects/2564; Letter from Morag MacLeod to Ken Campbell, 1992-- https://archives.yale.edu/repositories/2/archival_objects/2565; Letter from Alastair [?] Graham , 1992 March 9-- https://archives.yale.edu/repositories/2/archival_objects/2566; Holiday card from Ruth and Ken Campbell to Elisabeth Fairman, 1993-- https://archives.yale.edu/repositories/2/archival_objects/2567; Ken Campbell-- https://archives.yale.edu/repositories/2/archival_objects/4534",,1,/agents/people/84044,https://archives.yale.edu/agents/people/84044,John Campbell,"Campbell, John, 1766-1840",1766-1840,,,http://id.loc.gov/authorities/names/n85387551,Morse Family Papers-- https://archives.yale.edu/repositories/12/resources/3070,,,1
